RM1912000.031272
Normal   20/01/2019 00:02:11 20/01/2019 00:03:11 0110 113.5696 22.1657 -90.0 0.0 25.7 1006.6
0001201 0020 0001201 0000 07
1 0 1 16230 1 0800 7.50 00355.p 0 0 09 000 12 001201 0.100 BT0
1 1 1 16230 1 0800 7.50 00355.p 0 0 00 000 00 001201 3.9683 BC0
1 0 1 16230 1 0780 7.50 00355.s 2 0 09 000 12 001201 0.100 BT1
1 1 1 16230 1 0780 7.50 00355.s 2 0 00 000 00 001201 3.9683 BC1
1 0 2 16230 1 0850 7.50 00387.o 1 0 09 000 12 001201 0.100 BT2
1 1 2 16230 1 0850 7.50 00387.o 1 0 00 000 00 001201 3.9683 BC2
1 0 1 01200 1 0149 1.00 00355.p 1 0 00 000 00 000001 0.000001 PD0
00355.p_an (mV), 00355.p_ph (counts), 00355.s_an (mV), 00355.s_ph (counts), 00387.o_an (mV), 00387.o_ph (counts), PD_00355.p_an
5.0769,3.0000,5.1368,48.0000,5.0947,0.0000,0.0000
5.0771,4.0000,5.1377,44.0000,5.0937,0.0000,0.0000
5.0766,1.0000,5.1349,42.0000,5.0945,0.0000,0.0000
5.0751,1.0000,5.1324,49.0000,5.0950,0.0000,0.0000
5.0756,0.0000,5.1338,50.0000,5.0941,0.0000,0.0000
5.0769,0.0000,5.1378,37.0000,5.0943,0.0000,0.0000
5.0758,1.0000,5.1334,50.0000,5.0935,0.0000,0.0000
5.0753,0.0000,5.1337,41.0000,5.0934,0.0000,0.0000
5.0765,0.0000,5.1374,57.0000,5.0942,0.0000,0.0000
5.0760,2.0000,5.1380,30.0000,5.0939,0.0000,0.0000
5.0776,0.0000,5.1353,39.0000,5.0935,0.0000,0.0000
5.0767,0.0000,5.1337,36.0000,5.0943,0.0000,0.0000
5.0760,2.0000,5.1372,41.0000,5.0938,0.0000,0.0000
5.0757,3.0000,5.1390,35.0000,5.0943,0.0000,0.0000
5.0758,2.0000,5.1359,43.0000,5.0932,0.0000,0.0000
5.0758,1.0000,5.1368,53.0000,5.0939,0.0000,0.0000
5.0758,1.0000,5.1351,38.0000,5.0949,0.0000,0.0000
5.0767,0.0000,5.1381,45.0000,5.0933,0.0000,0.0000
5.0771,0.0000,5.1343,46.0000,5.0942,0.0000,0.0000
5.0765,1.0000,5.1353,45.0000,5.0930,0.0000,0.0000
5.0769,0.0000,5.1354,44.0000,5.0932,0.0000,0.0000
5.0773,1.0000,5.1336,40.0000,5.0937,0.0000,0.0000
5.0769,0.0000,5.1354,34.0000,5.0932,0.0000,0.0000
5.0763,0.0000,5.1352,45.0000,5.0937,0.0000,0.0000
5.0752,0.0000,5.1379,44.0000,5.0925,0.0000,0.0000
5.0754,0.0000,5.1348,48.0000,5.0936,0.0000,0.0000
5.0755,0.0000,5.1348,35.0000,5.0942,0.0000,0.0000
5.0761,0.0000,5.1368,33.0000,5.0932,0.0000,0.0000
5.0773,0.0000,5.1358,48.0000,5.0939,0.0000,0.0000
5.0758,0.0000,5.1353,43.0000,5.0927,0.0000,0.0000
5.0760,1.0000,5.1342,37.0000,5.0937,0.0000,0.0000
5.0757,1.0000,5.1346,37.0000,5.0944,0.0000,0.0000
5.0769,1.0000,5.1353,42.0000,5.0943,0.0000,0.0000
5.0762,1.0000,5.1356,39.0000,5.0943,0.0000,0.0000
5.0767,0.0000,5.1376,49.0000,5.0940,0.0000,0.0000
5.0765,0.0000,5.1346,39.0000,5.0945,0.0000,0.0000
5.0753,1.0000,5.1325,38.0000,5.0937,0.0000,0.0000
5.0757,0.0000,5.1384,42.0000,5.0940,0.0000,0.0000
5.0758,2.0000,5.1363,42.0000,5.0937,0.0000,0.0000
5.0769,2.0000,5.1371,41.0000,5.0935,0.0000,0.0000
5.0766,0.0000,5.1361,36.0000,5.0934,0.0000,0.0000
5.0758,1.0000,5.1348,43.0000,5.0946,0.0000,0.0000
5.0760,0.0000,5.1338,54.0000,5.0944,0.0000,0.0000
5.0761,1.0000,5.1382,37.0000,5.0938,0.0000,0.0000
5.0747,0.0000,5.1365,41.0000,5.0944,0.0000,0.0000
5.0754,1.0000,5.1337,44.0000,5.0948,0.0000,0.0000
5.0762,1.0000,5.1377,38.0000,5.0934,0.0000,0.0000
5.0760,1.0000,5.1352,38.0000,5.0936,0.0000,0.0000
5.0772,0.0000,5.1368,51.0000,5.0935,0.0000,0.0000
5.0750,0.0000,5.1341,47.0000,5.0933,0.0000,0.0000
5.0754,0.0000,5.1354,41.0000,5.0951,0.0000,0.0000
5.0753,0.0000,5.1382,45.0000,5.0940,0.0000,0.0000
5.0767,0.0000,5.1351,42.0000,5.0942,0.0000,0.0000
5.0768,1.0000,5.1345,43.0000,5.0935,0.0000,0.0000
5.0761,0.0000,5.1365,58.0000,5.0929,0.0000,0.0000
5.0762,0.0000,5.1333,39.0000,5.0939,0.0000,0.0000
5.0762,0.0000,5.1362,34.0000,5.0935,0.0000,0.0000
5.0753,2.0000,5.1390,43.0000,5.0943,0.0000,0.0000
5.0748,0.0000,5.1356,33.0000,5.0945,0.0000,0.0000
5.0752,1.0000,5.1352,45.0000,5.0934,0.0000,0.0000
5.0754,0.0000,5.1350,47.0000,5.0922,0.0000,0.0000
5.0753,0.0000,5.1362,39.0000,5.0935,0.0000,0.0000
5.0757,0.0000,5.1369,48.0000,5.0939,0.0000,0.0000
5.0760,1.0000,5.1393,43.0000,5.0934,0.0000,0.0000
5.0761,1.0000,5.1371,49.0000,5.0942,0.0000,0.0000
5.0765,0.0000,5.1346,35.0000,5.0946,0.0000,0.0000
5.0769,1.0000,5.1361,43.0000,5.0945,0.0000,0.0000
5.0767,1.0000,5.1341,44.0000,5.0945,0.0000,0.0000
5.0760,1.0000,5.1365,48.0000,5.0937,0.0000,0.0000
5.0771,1.0000,5.1354,45.0000,5.0935,0.0000,0.0000
5.0766,0.0000,5.1351,49.0000,5.0934,0.0000,0.0000
5.0761,2.0000,5.1371,53.0000,5.0937,0.0000,0.0000
5.0757,1.0000,5.1385,37.0000,5.0952,0.0000,0.0000
5.0764,1.0000,5.1378,53.0000,5.0938,0.0000,0.0000
5.0755,1.0000,5.1359,45.0000,5.0934,0.0000,0.0000
5.0756,1.0000,5.1349,36.0000,5.0944,0.0000,0.0000
5.0762,1.0000,5.1361,34.0000,5.0935,0.0000,0.0000
5.0758,0.0000,5.1366,38.0000,5.0943,0.0000,0.0000
5.0755,1.0000,5.1376,43.0000,5.0943,0.0000,0.0000
5.0763,1.0000,5.1361,60.0000,5.0943,0.0000,0.0000
5.0765,0.0000,5.1380,46.0000,5.0939,0.0000,0.0000
5.0757,0.0000,5.1360,40.0000,5.0935,0.0000,0.0000
5.0771,1.0000,5.1349,44.0000,5.0939,0.0000,0.0000
5.0765,0.0000,5.1364,46.0000,5.0936,0.0000,0.0000
5.0760,1.0000,5.1341,48.0000,5.0936,0.0000,0.0000
5.0765,0.0000,5.1342,42.0000,5.0935,0.0000,0.0000
5.0758,4.0000,5.1350,42.0000,5.0933,0.0000,0.0000
5.0768,0.0000,5.1368,38.0000,5.0932,0.0000,0.0000
5.0763,0.0000,5.1417,41.0000,5.0940,0.0000,0.0000
5.0756,1.0000,5.1376,46.0000,5.0944,0.0000,0.0000
5.0754,1.0000,5.1356,50.0000,5.0942,0.0000,0.0000
5.0768,0.0000,5.1369,44.0000,5.0925,0.0000,0.0000
5.0763,1.0000,5.1361,45.0000,5.0936,0.0000,0.0000
5.0755,2.0000,5.1361,40.0000,5.0929,0.0000,0.0000
5.0766,0.0000,5.1350,44.0000,5.0934,0.0000,0.0000
5.0773,1.0000,5.1354,54.0000,5.0937,0.0000,0.0000
5.0763,2.0000,5.1343,57.0000,5.0940,0.0000,0.0000
5.0755,1.0000,5.1353,31.0000,5.0941,0.0000,0.0000
5.0776,1.0000,5.1371,40.0000,5.0930,0.0000,0.0000
5.0761,3.0000,5.1380,39.0000,5.0938,0.0000,0.0000
5.0762,2.0000,5.1387,40.0000,5.0938,0.0000,0.0000
5.0757,1.0000,5.1348,37.0000,5.0937,0.0000,0.0000
5.0753,3.0000,5.1348,46.0000,5.0937,0.0000,0.0000
5.0758,3.0000,5.1386,41.0000,5.0937,0.0000,0.0000
5.0761,1.0000,5.1389,40.0000,5.0940,0.0000,0.0000
5.0763,0.0000,5.1356,40.0000,5.0930,0.0000,0.0000
5.0775,0.0000,5.1344,62.0000,5.0934,0.0000,0.0000
5.0762,0.0000,5.1362,53.0000,5.0945,0.0000,0.0000
5.0760,1.0000,5.1362,41.0000,5.0927,0.0000,0.0000
5.0760,0.0000,5.1367,41.0000,5.0936,0.0000,0.0000
5.0760,0.0000,5.1352,40.0000,5.0940,0.0000,0.0000
5.0771,2.0000,5.1352,33.0000,5.0939,0.0000,0.0000
5.0773,0.0000,5.1335,38.0000,5.0942,0.0000,0.0000
5.0758,0.0000,5.1358,47.0000,5.0945,0.0000,0.0000
5.0758,0.0000,5.1360,42.0000,5.0938,0.0000,0.0000
5.0764,1.0000,5.1410,36.0000,5.0941,0.0000,0.0000
5.0759,2.0000,5.1366,51.0000,5.0950,0.0000,0.0000
5.0766,1.0000,5.1327,51.0000,5.0936,0.0000,0.0000
5.0764,3.0000,5.1359,43.0000,5.0942,0.0000,0.0000
5.0755,2.0000,5.1325,49.0000,5.0940,0.0000,0.0000
5.0766,0.0000,5.1320,39.0000,5.0933,0.0000,0.0000
5.0764,0.0000,5.1345,37.0000,5.0941,0.0000,0.0000
5.0751,1.0000,5.1366,45.0000,5.0933,0.0000,0.0000
5.0766,1.0000,5.1368,61.0000,5.0920,0.0000,0.0000
5.0754,1.0000,5.1364,52.0000,5.0937,0.0000,0.0000
5.0758,3.0000,5.1370,45.0000,5.0938,0.0000,0.0000
5.0763,1.0000,5.1392,39.0000,5.0936,0.0000,0.0000
5.0767,0.0000,5.1359,54.0000,5.0941,0.0000,0.0000
5.0764,1.0000,5.1353,51.0000,5.0931,0.0000,0.0000
5.0750,0.0000,5.1373,51.0000,5.0936,0.0000,0.0000
5.0754,2.0000,5.1339,46.0000,5.0935,0.0000,0.0000
5.0764,0.0000,5.1371,45.0000,5.0933,0.0000,0.0000
5.0771,0.0000,5.1423,47.0000,5.0943,0.0000,0.0000
5.0755,2.0000,5.1403,54.0000,5.0938,0.0000,0.0000
5.0770,0.0000,5.1373,40.0000,5.0942,0.0000,0.0000
5.0760,0.0000,5.1360,46.0000,5.0931,0.0000,0.0000
5.0757,0.0000,5.1376,38.0000,5.0944,0.0000,0.0000
5.0769,2.0000,5.1376,26.0000,5.0945,0.0000,0.0000
5.0750,0.0000,5.1385,61.0000,5.0942,0.0000,0.0000
5.0769,0.0000,5.1362,38.0000,5.0933,0.0000,0.0000
5.0764,0.0000,5.1365,53.0000,5.0942,0.0000,0.0000
5.0761,2.0000,5.1362,53.0000,5.0932,0.0000,0.0000
5.0763,0.0000,5.1362,42.0000,5.0941,0.0000,0.0000
5.0768,0.0000,5.1362,45.0000,5.0938,0.0000,0.0000
5.0764,0.0000,5.1364,34.0000,5.0927,0.0000,0.0000
5.0756,1.0000,5.1346,38.0000,5.0933,0.0000,0.0000
5.0763,1.0000,5.1334,39.0000,5.0933,0.0000,0.0000
5.0761,1.0000,5.1398,61.0000,5.0934,0.0000,0.0000
5.0754,2.0000,5.1353,47.0000,5.0934,0.0000,0.0000
5.0747,1.0000,5.1360,52.0000,5.0941,0.0000,0.0000
5.0755,0.0000,5.1370,42.0000,5.0942,0.0000,0.0000
5.0761,0.0000,5.1357,42.0000,5.0940,0.0000,0.0000
5.0762,0.0000,5.1380,48.0000,5.0938,0.0000,0.0000
5.0757,0.0000,5.1330,36.0000,5.0948,0.0000,0.0000
5.0763,1.0000,5.1343,42.0000,5.0936,0.0000,0.0000
5.0763,2.0000,5.1375,38.0000,5.0933,0.0000,0.0000
5.0770,1.0000,5.1403,35.0000,5.0945,0.0000,0.0000
5.0763,1.0000,5.1372,49.0000,5.0934,0.0000,0.0000
5.0764,1.0000,5.1379,50.0000,5.0947,0.0000,0.0000
5.0755,0.0000,5.1359,46.0000,5.0937,0.0000,0.0000
5.0752,0.0000,5.1374,47.0000,5.0930,0.0000,0.0000
5.0766,0.0000,5.1366,49.0000,5.0940,0.0000,0.0000
5.0768,0.0000,5.1339,47.0000,5.0936,0.0000,0.0000
5.0753,2.0000,5.1382,36.0000,5.0935,0.0000,0.0000
5.0748,3.0000,5.1342,45.0000,5.0940,0.0000,0.0000
5.0770,1.0000,5.1337,44.0000,5.0943,0.0000,0.0000
5.0758,2.0000,5.1382,38.0000,5.0935,0.0000,0.0000
5.0766,2.0000,5.1391,54.0000,5.0941,0.0000,0.0000
5.0759,0.0000,5.1377,47.0000,5.0939,0.0000,0.0000
5.0748,0.0000,5.1388,28.0000,5.0942,0.0000,0.0000
5.0747,1.0000,5.1356,48.0000,5.0926,0.0000,0.0000
5.0758,1.0000,5.1355,44.0000,5.0926,0.0000,0.0000
5.0763,1.0000,5.1359,44.0000,5.0940,0.0000,0.0000
5.0767,1.0000,5.1347,42.0000,5.0930,0.0000,0.0000
5.0768,0.0000,5.1353,51.0000,5.0942,0.0000,0.0000
5.0767,0.0000,5.1356,44.0000,5.0935,0.0000,0.0000
5.0763,1.0000,5.1380,44.0000,5.0933,0.0000,0.0000
5.0759,1.0000,5.1353,47.0000,5.0947,0.0000,0.0000
5.0756,2.0000,5.1325,43.0000,5.0950,0.0000,0.0000
5.0762,2.0000,5.1369,43.0000,5.0943,0.0000,0.0000
5.0769,1.0000,5.1365,52.0000,5.0944,0.0000,0.0000
5.0760,3.0000,5.1347,43.0000,5.0940,0.0000,0.0000
5.0778,0.0000,5.1371,34.0000,5.0942,0.0000,0.0000
5.0769,1.0000,5.1399,60.0000,5.0951,0.0000,0.0000
5.0766,2.0000,5.1375,38.0000,5.0938,0.0000,0.0000
5.0774,0.0000,5.1368,59.0000,5.0949,0.0000,0.0000
5.0756,0.0000,5.1375,49.0000,5.0930,0.0000,0.0000
5.0766,0.0000,5.1358,30.0000,5.0925,0.0000,0.0000
5.0757,1.0000,5.1374,39.0000,5.0936,0.0000,0.0000
5.0754,1.0000,5.1377,31.0000,5.0945,0.0000,0.0000
5.0768,1.0000,5.1361,50.0000,5.0940,0.0000,0.0000
5.0751,1.0000,5.1375,43.0000,5.0950,0.0000,0.0000
5.0753,0.0000,5.1385,43.0000,5.0940,0.0000,0.0000
5.0760,0.0000,5.1372,40.0000,5.0942,0.0000,0.0000
5.0756,1.0000,5.1370,27.0000,5.0941,0.0000,0.0000
5.0749,1.0000,5.1379,60.0000,5.0936,0.0000,0.0000
5.0756,0.0000,5.1338,48.0000,5.0942,0.0000,0.0000
5.0765,0.0000,5.1350,46.0000,5.0931,0.0000,0.0000
5.0766,1.0000,5.1347,46.0000,5.0937,0.0000,0.0000
5.0761,1.0000,5.1374,38.0000,5.0949,0.0000,0.0000
5.0761,1.0000,5.1351,37.0000,5.0936,0.0000,0.0000
5.0762,1.0000,5.1356,45.0000,5.0940,0.0000,0.0000
5.0759,0.0000,5.1338,40.0000,5.0947,0.0000,0.0000
5.0758,1.0000,5.1328,43.0000,5.0931,0.0000,0.0000
5.0766,0.0000,5.1388,40.0000,5.0929,0.0000,0.0000
5.0762,1.0000,5.1389,40.0000,5.0938,0.0000,0.0000
5.0756,0.0000,5.1382,39.0000,5.0936,0.0000,0.0000
5.0761,1.0000,5.1386,52.0000,5.0949,0.0000,0.0000
5.0757,1.0000,5.1343,36.0000,5.0950,0.0000,0.0000
5.0765,1.0000,5.1349,44.0000,5.0938,0.0000,0.0000
5.0767,2.0000,5.1364,40.0000,5.0941,0.0000,0.0000
5.0760,1.0000,5.1357,40.0000,5.0935,0.0000,0.0000
5.0758,0.0000,5.1353,38.0000,5.0938,0.0000,0.0000
5.0755,1.0000,5.1348,42.0000,5.0940,0.0000,0.0000
5.0755,0.0000,5.1350,46.0000,5.0928,0.0000,0.0000
5.0777,2.0000,5.1344,36.0000,5.0931,0.0000,0.0000
5.0766,1.0000,5.1374,38.0000,5.0938,0.0000,0.0000
5.0774,1.0000,5.1356,51.0000,5.0938,0.0000,0.0000
5.0760,2.0000,5.1374,55.0000,5.0924,0.0000,0.0000
5.0761,0.0000,5.1371,42.0000,5.0943,0.0000,0.0000
5.0774,1.0000,5.1357,41.0000,5.0935,0.0000,0.0000
5.0748,0.0000,5.1345,35.0000,5.0940,0.0000,0.0000
5.0766,1.0000,5.1351,43.0000,5.0931,0.0000,0.0000
5.0764,1.0000,5.1363,45.0000,5.0928,0.0000,0.0000
5.0763,3.0000,5.1372,45.0000,5.0936,0.0000,0.0000
5.0767,0.0000,5.1370,41.0000,5.0937,0.0000,0.0000
5.0755,3.0000,5.1382,45.0000,5.0937,0.0000,0.0000
5.0770,2.0000,5.1384,41.0000,5.0934,0.0000,0.0000
5.0762,1.0000,5.1346,52.0000,5.0941,0.0000,0.0000
5.0764,0.0000,5.1340,45.0000,5.0946,0.0000,0.0000
5.0766,1.0000,5.1337,45.0000,5.0939,0.0000,0.0000
5.0762,0.0000,5.1366,38.0000,5.0940,0.0000,0.0000
5.0764,1.0000,5.1377,46.0000,5.0933,0.0000,0.0000
5.0768,3.0000,5.1350,56.0000,5.0941,0.0000,0.0000
5.0759,1.0000,5.1348,39.0000,5.0942,0.0000,0.0000
5.0772,0.0000,5.1375,50.0000,5.0938,0.0000,0.0000
5.0768,3.0000,5.1362,48.0000,5.0942,0.0000,0.0000
5.0773,1.0000,5.1379,32.0000,5.0938,0.0000,0.0000
5.0763,1.0000,5.1366,52.0000,5.0933,0.0000,0.0000
5.0756,0.0000,5.1361,41.0000,5.0944,0.0000,0.0000
5.0761,1.0000,5.1354,56.0000,5.0953,0.0000,0.0000
5.0769,0.0000,5.1372,48.0000,5.0939,0.0000,0.0000
5.0766,2.0000,5.1384,44.0000,5.0949,0.0000,0.0000
5.0746,1.0000,5.1361,37.0000,5.0938,0.0000,0.0000
5.0762,0.0000,5.1375,36.0000,5.0938,0.0000,0.0000
5.0770,0.0000,5.1373,46.0000,5.0929,0.0000,0.0000
5.0756,1.0000,5.1347,44.0000,5.0938,0.0000,0.0000
5.0763,3.0000,5.1359,44.0000,5.0941,0.0000,0.0000
5.0751,0.0000,5.1381,41.0000,5.0940,0.0000,0.0000
5.0765,2.0000,5.1397,48.0000,5.0941,0.0000,0.0000
5.0757,0.0000,5.1404,40.0000,5.0938,0.0000,0.0000
5.0755,0.0000,5.1354,55.0000,5.0932,0.0000,0.0000
5.0753,2.0000,5.1344,41.0000,5.0934,0.0000,0.0000
5.0753,0.0000,5.1344,45.0000,5.0935,0.0000,0.0000
5.0760,0.0000,5.1368,58.0000,5.0922,0.0000,0.0000
5.0774,2.0000,5.1367,39.0000,5.0925,0.0000,0.0000
5.0774,2.0000,5.1362,43.0000,5.0936,0.0000,0.0000
5.0762,0.0000,5.1371,48.0000,5.0926,0.0000,0.0000
5.0767,2.0000,5.1377,56.0000,5.0937,0.0000,0.0000
5.0760,2.0000,5.1362,35.0000,5.0943,0.0000,0.0000
5.0762,0.0000,5.1377,41.0000,5.0940,0.0000,0.0000
5.0770,0.0000,5.1373,41.0000,5.0940,0.0000,0.0000
5.0745,1.0000,5.1364,38.0000,5.0927,0.0000,0.0000
5.0754,1.0000,5.1387,43.0000,5.0940,0.0000,0.0000
5.0767,1.0000,5.1348,42.0000,5.0943,0.0000,0.0000
5.0759,1.0000,5.1350,57.0000,5.0935,0.0000,0.0000
5.0757,0.0000,5.1365,42.0000,5.0930,0.0000,0.0000
5.0767,0.0000,5.1370,42.0000,5.0944,0.0000,0.0000
5.0756,0.0000,5.1347,38.0000,5.0934,0.0000,0.0000
5.0761,0.0000,5.1343,46.0000,5.0932,0.0000,0.0000
5.0766,1.0000,5.1364,47.0000,5.0938,0.0000,0.0000
5.0759,1.0000,5.1347,42.0000,5.0921,0.0000,0.0000
5.0768,0.0000,5.1357,45.0000,5.0940,0.0000,0.0000
5.0765,1.0000,5.1367,52.0000,5.0939,0.0000,0.0000
5.0765,1.0000,5.1371,36.0000,5.0933,0.0000,0.0000
5.0746,3.0000,5.1356,53.0000,5.0947,0.0000,0.0000
5.0758,2.0000,5.1341,37.0000,5.0947,0.0000,0.0000
5.0765,2.0000,5.1362,50.0000,5.0930,0.0000,0.0000
5.0767,0.0000,5.1368,49.0000,5.0942,0.0000,0.0000
5.0764,2.0000,5.1338,51.0000,5.0945,0.0000,0.0000
5.0762,1.0000,5.1345,40.0000,5.0940,0.0000,0.0000
5.0757,0.0000,5.1352,49.0000,5.0937,0.0000,0.0000
5.0764,1.0000,5.1377,50.0000,5.0939,0.0000,0.0000
5.0762,1.0000,5.1335,43.0000,5.0945,0.0000,0.0000
5.0775,1.0000,5.1358,46.0000,5.0943,0.0000,0.0000
5.0754,0.0000,5.1354,49.0000,5.0933,0.0000,0.0000
5.0756,1.0000,5.1364,23.0000,5.0929,0.0000,0.0000
5.0763,1.0000,5.1368,49.0000,5.0945,0.0000,0.0000
5.0759,0.0000,5.1375,49.0000,5.0946,0.0000,0.0000
5.0750,1.0000,5.1369,44.0000,5.0936,0.0000,0.0000
5.0763,0.0000,5.1375,63.0000,5.0937,0.0000,0.0000
5.0766,1.0000,5.1361,33.0000,5.0941,0.0000,0.0000
5.0750,3.0000,5.1368,61.0000,5.0937,0.0000,0.0000
5.0754,0.0000,5.1379,53.0000,5.0941,0.0000,0.0000
5.0747,0.0000,5.1371,39.0000,5.0939,0.0000,0.0000
5.0764,1.0000,5.1337,50.0000,5.0937,0.0000,0.0000
5.0760,1.0000,5.1376,35.0000,5.0938,0.0000,0.0000
5.0758,0.0000,5.1372,51.0000,5.0940,0.0000,0.0000
5.0755,1.0000,5.1376,46.0000,5.0940,0.0000,0.0000
5.0766,1.0000,5.1385,51.0000,5.0948,0.0000,0.0000
5.0767,2.0000,5.1359,44.0000,5.0945,0.0000,0.0000
5.0757,1.0000,5.1404,44.0000,5.0936,0.0000,0.0000
5.0766,0.0000,5.1389,37.0000,5.0941,0.0000,0.0000
5.0758,0.0000,5.1350,31.0000,5.0939,0.0000,0.0000
5.0760,0.0000,5.1361,43.0000,5.0944,0.0000,0.0000
5.0740,0.0000,5.1358,45.0000,5.0948,0.0000,0.0000
5.0752,0.0000,5.1373,29.0000,5.0939,0.0000,0.0000
5.0750,0.0000,5.1369,38.0000,5.0944,0.0000,0.0000
5.0748,1.0000,5.1369,54.0000,5.0949,0.0000,0.0000
5.0773,0.0000,5.1365,35.0000,5.0934,0.0000,0.0000
5.0752,1.0000,5.1370,50.0000,5.0941,0.0000,0.0000
5.0754,1.0000,5.1358,69.0000,5.0943,0.0000,0.0000
5.0750,0.0000,5.1336,45.0000,5.0935,0.0000,0.0000
5.0752,1.0000,5.1358,40.0000,5.0937,0.0000,0.0000
5.0761,2.0000,5.1371,48.0000,5.0938,0.0000,0.0000
5.0759,0.0000,5.1337,42.0000,5.0946,0.0000,0.0000
5.0764,5.0000,5.1340,49.0000,5.0934,0.0000,0.0000
5.0762,1.0000,5.1376,49.0000,5.0929,0.0000,0.0000
5.0768,0.0000,5.1353,36.0000,5.0933,0.0000,0.0000
5.0762,2.0000,5.1379,35.0000,5.0937,0.0000,0.0000
5.0768,1.0000,5.1414,47.0000,5.0939,0.0000,0.0000
5.0754,0.0000,5.1366,39.0000,5.0941,0.0000,0.0000
5.0771,1.0000,5.1357,46.0000,5.0930,0.0000,0.0000
5.0769,0.0000,5.1367,42.0000,5.0938,0.0000,0.0000
5.0761,1.0000,5.1359,43.0000,5.0930,0.0000,0.0000
5.0772,4.0000,5.1382,50.0000,5.0936,0.0000,0.0000
5.0758,2.0000,5.1385,42.0000,5.0939,0.0000,0.0000
5.0757,0.0000,5.1332,43.0000,5.0927,0.0000,0.0000
5.0770,0.0000,5.1336,35.0000,5.0932,0.0000,0.0000
5.0772,0.0000,5.1362,48.0000,5.0934,0.0000,0.0000
5.0761,0.0000,5.1348,49.0000,5.0948,0.0000,0.0000
5.0768,0.0000,5.1353,45.0000,5.0945,0.0000,0.0000
5.0766,0.0000,5.1359,33.0000,5.0939,0.0000,0.0000
5.0762,2.0000,5.1373,36.0000,5.0945,0.0000,0.0000
5.0752,2.0000,5.1379,51.0000,5.0939,0.0000,0.0000
5.0765,1.0000,5.1357,46.0000,5.0941,0.0000,0.0000
5.0757,1.0000,5.1364,58.0000,5.0934,0.0000,0.0000
5.0749,1.0000,5.1351,52.0000,5.0932,0.0000,0.0000
5.0762,0.0000,5.1360,50.0000,5.0930,0.0000,0.0000
5.0757,1.0000,5.1371,43.0000,5.0936,0.0000,0.0000
5.0766,0.0000,5.1366,41.0000,5.0936,0.0000,0.0000
5.0765,0.0000,5.1343,58.0000,5.0930,0.0000,0.0000
5.0759,1.0000,5.1325,53.0000,5.0933,0.0000,0.0000
5.0761,0.0000,5.1379,42.0000,5.0941,0.0000,0.0000
5.0766,0.0000,5.1366,38.0000,5.0936,0.0000,0.0000
5.0755,0.0000,5.1391,42.0000,5.0938,0.0000,0.0000
5.0766,1.0000,5.1366,42.0000,5.0930,0.0000,0.0000
5.0750,0.0000,5.1365,34.0000,5.0942,0.0000,0.0000
5.0750,0.0000,5.1376,44.0000,5.0930,0.0000,0.0000
5.0760,0.0000,5.1360,58.0000,5.0935,0.0000,0.0000
5.0760,0.0000,5.1389,47.0000,5.0938,0.0000,0.0000
5.0764,0.0000,5.1381,47.0000,5.0947,0.0000,0.0000
5.0755,0.0000,5.1356,46.0000,5.0949,0.0000,0.0000
5.0755,0.0000,5.1345,41.0000,5.0950,0.0000,0.0000
5.0757,0.0000,5.1357,44.0000,5.0939,0.0000,0.0000
5.0769,0.0000,5.1359,45.0000,5.0933,0.0000,0.0000
5.0764,3.0000,5.1334,44.0000,5.0940,0.0000,0.0000
5.0755,1.0000,5.1368,54.0000,5.0936,0.0000,0.0000
5.0757,0.0000,5.1392,42.0000,5.0936,0.0000,0.0000
5.0755,1.0000,5.1367,53.0000,5.0940,0.0000,0.0000
5.0761,0.0000,5.1365,43.0000,5.0937,0.0000,0.0000
5.0759,0.0000,5.1362,37.0000,5.0933,0.0000,0.0000
5.0775,1.0000,5.1359,32.0000,5.0941,0.0000,0.0000
5.0767,1.0000,5.1368,41.0000,5.0939,0.0000,0.0000
5.0765,0.0000,5.1353,37.0000,5.0938,0.0000,0.0000
5.0764,1.0000,5.1362,40.0000,5.0937,0.0000,0.0000
5.0756,2.0000,5.1379,50.0000,5.0940,0.0000,0.0000
5.0767,1.0000,5.1355,36.0000,5.0941,0.0000,0.0000
5.0768,1.0000,5.1389,33.0000,5.0931,0.0000,0.0000
5.0765,1.0000,5.1359,50.0000,5.0942,0.0000,0.0000
5.0767,1.0000,5.1347,43.0000,5.0948,0.0000,0.0000
5.0754,0.0000,5.1337,57.0000,5.0936,0.0000,0.0000
5.0767,0.0000,5.1341,34.0000,5.0920,0.0000,0.0000
5.0757,0.0000,5.1354,45.0000,5.0937,0.0000,0.0000
5.0768,1.0000,5.1371,42.0000,5.0942,0.0000,0.0000
5.0769,0.0000,5.1362,35.0000,5.0936,0.0000,0.0000
5.0751,0.0000,5.1353,39.0000,5.0944,0.0000,0.0000
5.0758,0.0000,5.1364,42.0000,5.0949,0.0000,0.0000
5.0756,0.0000,5.1364,49.0000,5.0946,0.0000,0.0000
5.0759,0.0000,5.1367,53.0000,5.0940,0.0000,0.0000
5.0752,0.0000,5.1383,54.0000,5.0938,0.0000,0.0000
5.0753,0.0000,5.1365,42.0000,5.0944,0.0000,0.0000
5.0751,0.0000,5.1357,30.0000,5.0941,0.0000,0.0000
5.0759,1.0000,5.1373,42.0000,5.0940,0.0000,0.0000
5.0750,1.0000,5.1341,35.0000,5.0941,0.0000,0.0000
5.0760,0.0000,5.1353,55.0000,5.0947,0.0000,0.0000
